text_nr;word;frequency;zipf_frequency
text_06;die;0.0302;7.48
text_06;natur;0.0000871;4.94
text_06;stark;0.000191;5.28
text_06;beschädigt;0.0000158;4.2
text_06;worden;0.000331;5.52
text_06;war;0.00339;6.53
text_06;verließen;0.00000676;3.83
text_06;die;0.0302;7.48
text_06;holländer;0.00000437;3.64
text_06;die;0.0302;7.48
text_06;insel;0.0000589;4.77
text_06;es;0.00871;6.94
text_06;folgten;0.0000166;4.22
text_06;erbitterte;0.000000575;2.76
text_06;kämpfe;0.0000191;4.28
text_06;zwischen;0.000676;5.83
text_06;briten;0.0000138;4.14
text_06;und;0.0263;7.42
text_06;franzosen;0.0000224;4.35
text_06;um;0.00288;6.46
text_06;die;0.0302;7.48
text_06;kontrolle;0.0000617;4.79
text_06;der;0.0288;7.46
text_06;insel;0.0000589;4.77
text_06;die;0.0302;7.48
text_06;bevölkerung;0.0001;5
text_06;setzte;0.0000603;4.78
text_06;sich;0.00617;6.79
text_06;damals;0.000195;5.29
text_06;aus;0.00398;6.6
text_06;afrikanischen;0.00000933;3.97
text_06;sklaven;0.0000132;4.12
text_06;indischen;0.00000955;3.98
text_06;arbeitern;0.00000417;3.62
text_06;sowie;0.00049;5.69
text_06;muslimischen;0.00000724;3.86
text_06;und;0.0263;7.42
text_06;chinesischen;0.0000182;4.26
text_06;händlern;0.00000363;3.56
text_06;zusammen;0.000355;5.55
text_06;ihre;0.00115;6.06
text_06;nachfahren;0.00000224;3.35
text_06;bilden;0.0000525;4.72
text_06;heute;0.000759;5.88
text_06;eine;0.00631;6.8
text_06;der;0.0288;7.46
text_06;wenigen;0.0000708;4.85
text_06;multikulturellen;0.000000708;2.85
text_06;gesellschaften;0.0000126;4.1
text_06;weltweit;0.0000603;4.78
text_06;die;0.0302;7.48
text_06;geschichte;0.000282;5.45
text_06;von;0.00977;6.99
text_06;mauritius;0.00000178;3.25
text_06;zeigt;0.000219;5.34
text_06;wie;0.00447;6.65
text_06;kolonialismus;0.00000158;3.2
text_06;handel;0.0000447;4.65
text_06;und;0.0263;7.42
text_06;migration;0.0000123;4.09
text_06;eine;0.00631;6.8
text_06;kleine;0.000263;5.42
text_06;insel;0.0000589;4.77
text_06;bis;0.0017;6.23
text_06;heute;0.000759;5.88
text_06;tief;0.0000661;4.82
text_06;geprägt;0.0000251;4.4
text_06;haben;0.00282;6.45
text_07;angkor;0.000000398;2.6
text_07;wat;0.00000912;3.96
text_07;in;0.0174;7.24
text_07;kambodscha;0.0000024;3.38
text_07;wurde;0.00155;6.19
text_07;vor;0.00204;6.31
text_07;etwa;0.000417;5.62
text_07;900;0.00000136;3.13
text_07;jahren;0.000676;5.83
text_07;erbaut;0.00000724;3.86
text_07;und;0.0263;7.42
text_07;galt;0.0000309;4.49
text_07;lange;0.000389;5.59
text_07;nur;0.00331;6.52
text_07;als;0.00513;6.71
text_07;tempelanlage;0.000000219;2.34
text_07;ein;0.00813;6.91
text_07;forschungsteam;0.000000234;2.37
text_07;um;0.00288;6.46
text_07;damian;0.00000174;3.24
text_07;evans;0.00000309;3.49
text_07;hat;0.00398;6.6
text_07;nun;0.000759;5.88
text_07;gezeigt;0.0000692;4.84
text_07;dass;0.0049;6.69
text_07;es;0.00871;6.94
text_07;sich;0.00617;6.79
text_07;um;0.00288;6.46
text_07;eine;0.00631;6.8
text_07;riesige;0.0000195;4.29
text_07;stadt;0.000457;5.66
text_07;handelte;0.000017;4.23
text_07;womöglich;0.0000174;4.24
text_07;sogar;0.000331;5.52
text_07;größer;0.000055;4.74
text_07;als;0.00513;6.71
text_07;new;0.000126;5.1
text_07;york;0.0000759;4.88
text_07;damit;0.000912;5.96
text_07;gilt;0.000195;5.29
text_07;groß-angkor;0.000000397;2.6
text_07;als;0.00513;6.71
text_07;größte;0.0000933;4.97
text_07;vorindustrielle;0.0000000741;1.87
text_07;siedlung;0.00000759;3.88
text_07;der;0.0288;7.46
text_07;welt;0.000457;5.66
text_07;die;0.0302;7.48
text_07;forscher;0.0000229;4.36
text_07;fanden;0.0000537;4.73
text_07;ein;0.00813;6.91
text_07;weit;0.000251;5.4
text_07;verzweigtes;0.000000155;2.19
text_07;bewässerungssystem;0.000000141;2.15
text_07;das;0.0145;7.16
text_07;es;0.00871;6.94
text_07;ermöglichte;0.00000447;3.65
text_07;mehrmals;0.000024;4.38
text_07;im;0.00724;6.86
text_07;jahr;0.000692;5.84
text_07;reis;0.0000138;4.14
text_07;zu;0.0102;7.01
text_07;ernten;0.00000513;3.71
text_07;über;0.00245;6.39
text_07;eine;0.00631;6.8
text_07;million;0.0000269;4.43
text_07;menschen;0.000776;5.89
text_07;lebten;0.0000126;4.1
text_07;dort;0.000603;5.78
text_07;umgeben;0.0000162;4.21
text_07;von;0.00977;6.99
text_07;einem;0.00224;6.35
text_07;netz;0.0000589;4.77
text_07;aus;0.00398;6.6
text_07;flüssen;0.00000295;3.47
text_07;kanälen;0.00000427;3.63
text_07;und;0.0263;7.42
text_07;seen;0.00000891;3.95
text_07;die;0.0302;7.48
text_07;stadt;0.000457;5.66
text_07;umgab;0.000000631;2.8
text_07;ein;0.00813;6.91
text_07;riesiges;0.0000055;3.74
text_07;geflecht;0.00000102;3.01
text_07;aus;0.00398;6.6
text_07;äckern;0.000000631;2.8
text_07;und;0.0263;7.42
text_07;häusern;0.0000138;4.14
text_07;das;0.0145;7.16
text_07;sich;0.00617;6.79
text_07;über;0.00245;6.39
text_07;tausend;0.0000309;4.49
text_07;quadratkilometer;0.00000195;3.29
text_07;erstreckte;0.00000219;3.34
text_07;der;0.0288;7.46
text_07;reisanbau;0.0000000813;1.91
text_07;erforderte;0.00000174;3.24
text_07;viel;0.001;6
text_07;wasser;0.000209;5.32
text_07;und;0.0263;7.42
text_07;große;0.000355;5.55
text_07;flächen;0.0000214;4.33
text_07;daher;0.000234;5.37
text_07;wurden;0.000646;5.81
text_07;wälder;0.00000891;3.95
text_07;gerodet;0.000000832;2.92
text_07;das;0.0145;7.16
text_07;könnte;0.00049;5.69
text_07;langfristig;0.0000182;4.26
text_07;zu;0.0102;7.01
text_07;erdrutschen;0.000000195;2.29
text_07;und;0.0263;7.42
text_07;ökologischen;0.00000501;3.7
text_07;problemen;0.0000251;4.4
text_07;geführt;0.0000708;4.85
text_07;haben;0.00282;6.45
text_07;besonders;0.000282;5.45
text_07;im;0.00724;6.86
text_07;norden;0.0000447;4.65
text_07;fand;0.00017;5.23
text_07;man;0.00288;6.46
text_07;hinweise;0.0000339;4.53
text_07;auf;0.00776;6.89
text_07;deichbrüche;0.00000002;1.3
text_07;und;0.0263;7.42
text_07;hektische;0.00000055;2.74
text_07;umbauten;0.00000251;3.4
text_07;die;0.0302;7.48
text_07;neue;0.000589;5.77
text_07;karte;0.0000708;4.85
text_07;hilft;0.0000871;4.94
text_07;dabei;0.000631;5.8
text_07;gezielt;0.0000178;4.25
text_07;nach;0.00363;6.56
text_07;ursachen;0.0000178;4.25
text_07;für;0.00759;6.88
text_07;den;0.01;7
text_07;untergang;0.0000123;4.09
text_07;der;0.0288;7.46
text_07;stadt;0.000457;5.66
text_07;zu;0.0102;7.01
text_07;suchen;0.000151;5.18
text_07;und;0.0263;7.42
text_07;liefert;0.0000263;4.42
text_07;hinweise;0.0000339;4.53
text_07;zur;0.00186;6.27
text_07;lebensweise;0.00000676;3.83
text_07;der;0.0288;7.46
text_07;damaligen;0.0000257;4.41
text_07;bewohner;0.0000339;4.53
text_08;nach;0.00363;6.56
text_08;einem;0.00224;6.35
text_08;ritt;0.00000437;3.64
text_08;durch;0.00182;6.26
text_08;eine;0.00631;6.8
text_08;schlucht;0.00000372;3.57
text_08;steht;0.000479;5.68
text_08;indiana;0.00000263;3.42
text_08;jones;0.0000162;4.21
text_08;vor;0.00204;6.31
text_08;der;0.0288;7.46
text_08;gewaltigen;0.0000055;3.74
text_08;fassade;0.00000977;3.99
text_08;der;0.0288;7.46
text_08;antiken;0.00000813;3.91
text_08;felsenstadt;0.0000000457;1.66
text_08;petra;0.0000102;4.01
text_08;die;0.0302;7.48
text_08;szene;0.0000575;4.76
text_08;aus;0.00398;6.6
text_08;dem;0.00575;6.76
text_08;kinofilm;0.00000263;3.42
text_08;machte;0.00011;5.04
text_08;die;0.0302;7.48
text_08;einstige;0.00000282;3.45
text_08;hauptstadt;0.0000363;4.56
text_08;der;0.0288;7.46
text_08;nabatäer;0.0000000617;1.79
text_08;berühmt;0.000011;4.04
text_08;diese;0.00158;6.2
text_08;dominierten;0.00000263;3.42
text_08;zwei;0.000871;5.94
text_08;jahrhunderte;0.0000107;4.03
text_08;lang;0.000214;5.33
text_08;den;0.01;7
text_08;handel;0.0000447;4.65
text_08;im;0.00724;6.86
text_08;nahen;0.0000178;4.25
text_08;osten;0.0000562;4.75
text_08;in;0.0174;7.24
text_08;kürzester;0.00000501;3.7
text_08;zeit;0.000977;5.99
text_08;entstand;0.0000331;4.52
text_08;eine;0.00631;6.8
text_08;stadt;0.000457;5.66
text_08;mit;0.00955;6.98
text_08;hunderten;0.00000513;3.71
text_08;höhlen;0.00000501;3.7
text_08;und;0.0263;7.42
text_08;fassaden;0.00000331;3.52
text_08;lange;0.000389;5.59
text_08;glaubte;0.000011;4.04
text_08;man;0.00288;6.46
text_08;petra;0.0000102;4.01
text_08;sei;0.000501;5.7
text_08;nur;0.00331;6.52
text_08;ein;0.00813;6.91
text_08;ort;0.000204;5.31
text_08;für;0.00759;6.88
text_08;tote;0.0000309;4.49
text_08;und;0.0263;7.42
text_08;götter;0.0000145;4.16
text_08;jedoch;0.000363;5.56
text_08;war;0.00339;6.53
text_08;sie;0.00661;6.82
text_08;tatsächlich;0.000129;5.11
text_08;eine;0.00631;6.8
text_08;echte;0.0000501;4.7
text_08;stadt;0.000457;5.66
text_08;die;0.0302;7.48
text_08;aber;0.00427;6.63
text_08;an;0.0049;6.69
text_08;einem;0.00224;6.35
text_08;trockenen;0.00000851;3.93
text_08;ort;0.000204;5.31
text_08;lag;0.0000955;4.98
text_08;die;0.0302;7.48
text_08;nabatäer;0.0000000617;1.79
text_08;nutzten;0.0000055;3.74
text_08;seltene;0.00000891;3.95
text_08;regenfälle;0.00000145;3.16
text_08;durch;0.00182;6.26
text_08;ein;0.00813;6.91
text_08;geniales;0.000000977;2.99
text_08;bewässerungssystem;0.000000141;2.15
text_08;wasserbecken;0.000000676;2.83
text_08;kanäle;0.00000891;3.95
text_08;und;0.0263;7.42
text_08;leitungen;0.00000708;3.85
text_08;verteilten;0.00000339;3.53
text_08;das;0.0145;7.16
text_08;wasser;0.000209;5.32
text_08;in;0.0174;7.24
text_08;der;0.0288;7.46
text_08;stadt;0.000457;5.66
text_08;diese;0.00158;6.2
text_08;anlagen;0.0000295;4.47
text_08;schützten;0.000000525;2.72
text_08;auch;0.00603;6.78
text_08;die;0.0302;7.48
text_08;empfindlichen;0.000002;3.3
text_08;sandsteinfassaden;0;0
text_08;heute;0.000759;5.88
text_08;funktioniert;0.0000933;4.97
text_08;das;0.0145;7.16
text_08;system;0.000129;5.11
text_08;nicht;0.0102;7.01
text_08;mehr;0.00214;6.33
text_08;und;0.0263;7.42
text_08;der;0.0288;7.46
text_08;regen;0.0000427;4.63
text_08;schadet;0.00000891;3.95
text_08;den;0.01;7
text_08;bauwerken;0.000001;3
text_08;rettungsversuche;0.000000105;2.02
text_08;blieben;0.0000295;4.47
text_08;erfolglos;0.00000676;3.83
text_08;deshalb;0.000245;5.39
text_08;wird;0.00316;6.5
text_08;die;0.0302;7.48
text_08;felsenstadt;0.0000000457;1.66
text_08;eines;0.000813;5.91
text_08;tages;0.0000676;4.83
text_08;wohl;0.000537;5.73
text_08;wieder;0.00151;6.18
text_08;zu;0.0102;7.01
text_08;sand;0.0000234;4.37
text_08;zerfallen;0.00000191;3.28
text_08;von;0.00977;6.99
text_08;der;0.0288;7.46
text_08;einstigen;0.0000049;3.69
text_08;metropole;0.00000468;3.67
text_08;bleiben;0.000234;5.37
text_08;nur;0.00331;6.52
text_08;ruinen;0.00000501;3.7
text_08;und;0.0263;7.42
text_08;die;0.0302;7.48
text_08;erinnerung;0.0000447;4.65
text_08;an;0.0049;6.69
text_08;eine;0.00631;6.8
text_08;kultur;0.000105;5.02
text_08;die;0.0302;7.48
text_08;mitten;0.0000468;4.67
text_08;in;0.0174;7.24
text_08;der;0.0288;7.46
text_08;wüste;0.0000135;4.13
text_08;eine;0.00631;6.8
text_08;blühende;0.00000214;3.33
text_08;stadt;0.000457;5.66
text_08;erschuf;0.000000832;2.92
text_09;als;0.00513;6.71
text_09;william;0.0000182;4.26
text_09;shakespeare;0.00000741;3.87
text_09;etwa;0.000417;5.62
text_09;fünf;0.000195;5.29
text_09;jahre;0.000661;5.82
text_09;alt;0.000145;5.16
text_09;war;0.00339;6.53
text_09;ertrank;0.000000646;2.81
text_09;in;0.0174;7.24
text_09;der;0.0288;7.46
text_09;nähe;0.000107;5.03
text_09;seines;0.000141;5.15
text_09;heimatorts;0.0000000447;1.65
text_09;ein;0.00813;6.91
text_09;kleines;0.0000661;4.82
text_09;mädchen;0.000162;5.21
text_09;namens;0.0000389;4.59
text_09;jane;0.00000851;3.93
text_09;shaxspere;0;0
text_09;sie;0.00661;6.82
text_09;fiel;0.000055;4.74
text_09;beim;0.000871;5.94
text_09;blumenpflücken;0.0000000288;1.46
text_09;an;0.0049;6.69
text_09;einem;0.00224;6.35
text_09;mühlteich;0.0000000209;1.32
text_09;ins;0.000479;5.68
text_09;wasser;0.000209;5.32
text_09;forscher;0.0000229;4.36
text_09;der;0.0288;7.46
text_09;universität;0.0000794;4.9
text_09;oxford;0.00000603;3.78
text_09;vermuten;0.0000141;4.15
text_09;einen;0.00302;6.48
text_09;zusammenhang;0.0000741;4.87
text_09;mit;0.00955;6.98
text_09;shakespeares;0.00000195;3.29
text_09;späterem;0.000000288;2.46
text_09;drama;0.0000204;4.31
text_09;hamlet;0.00000263;3.42
text_09;in;0.0174;7.24
text_09;dem;0.00575;6.76
text_09;stück;0.000123;5.09
text_09;tötet;0.0000115;4.06
text_09;hamlet;0.00000263;3.42
text_09;versehentlich;0.00000631;3.8
text_09;den;0.01;7
text_09;vater;0.000162;5.21
text_09;seiner;0.000676;5.83
text_09;geliebten;0.00001;4
text_09;ophelia;0.000000631;2.8
text_09;kurz;0.000269;5.43
text_09;danach;0.0002;5.3
text_09;fällt;0.00012;5.08
text_09;die;0.0302;7.48
text_09;verzweifelte;0.00000275;3.44
text_09;edeldame;0.0000000219;1.34
text_09;beim;0.000871;5.94
text_09;blumenpflücken;0.0000000288;1.46
text_09;in;0.0174;7.24
text_09;einen;0.00302;6.48
text_09;bach;0.0000214;4.33
text_09;ihr;0.00166;6.22
text_09;kleid;0.00002;4.3
text_09;saugt;0.00000269;3.43
text_09;sich;0.00617;6.79
text_09;mit;0.00955;6.98
text_09;wasser;0.000209;5.32
text_09;voll;0.000148;5.17
text_09;und;0.0263;7.42
text_09;sie;0.00661;6.82
text_09;geht;0.001;6
text_09;unter;0.00126;6.1
text_09;ob;0.000692;5.84
text_09;es;0.00871;6.94
text_09;ein;0.00813;6.91
text_09;unfall;0.0000501;4.7
text_09;oder;0.00316;6.5
text_09;ein;0.00813;6.91
text_09;suizid;0.00000562;3.75
text_09;ist;0.012;7.08
text_09;wird;0.00316;6.5
text_09;im;0.00724;6.86
text_09;stück;0.000123;5.09
text_09;offengelassen;0.000000251;2.4
text_09;historiker;0.0000117;4.07
text_09;wurden;0.000646;5.81
text_09;durch;0.00182;6.26
text_09;alte;0.00017;5.23
text_09;medizinische;0.0000191;4.28
text_09;akten;0.0000166;4.22
text_09;auf;0.00776;6.89
text_09;die;0.0302;7.48
text_09;ähnlichkeit;0.00000646;3.81
text_09;der;0.0288;7.46
text_09;fälle;0.0000501;4.7
text_09;aufmerksam;0.0000331;4.52
text_09;auch;0.00603;6.78
text_09;die;0.0302;7.48
text_09;fast;0.00038;5.58
text_09;gleichen;0.000112;5.05
text_09;nachnamen;0.00000468;3.67
text_09;fielen;0.0000148;4.17
text_09;auf;0.00776;6.89
text_09;da;0.00234;6.37
text_09;es;0.00871;6.94
text_09;damals;0.000195;5.29
text_09;keine;0.00145;6.16
text_09;festen;0.0000229;4.36
text_09;schreibweisen;0.000000724;2.86
text_09;gab;0.000347;5.54
text_09;könnten;0.000151;5.18
text_09;william;0.0000182;4.26
text_09;und;0.0263;7.42
text_09;jane;0.00000851;3.93
text_09;sogar;0.000331;5.52
text_09;verwandt;0.00000955;3.98
text_09;gewesen;0.000245;5.39
text_09;sein;0.00209;6.32
text_09;eine;0.00631;6.8
text_09;forscherin;0.000000631;2.8
text_09;meint;0.0000741;4.87
text_09;selbst;0.000794;5.9
text_09;ohne;0.000891;5.95
text_09;verwandtschaft;0.00000525;3.72
text_09;könnte;0.00049;5.69
text_09;der;0.0288;7.46
text_09;fall;0.000347;5.54
text_09;shakespeare;0.00000741;3.87
text_09;durch;0.00182;6.26
text_09;den;0.01;7
text_09;namen;0.000234;5.37
text_09;im;0.00724;6.86
text_09;gedächtnis;0.0000135;4.13
text_09;geblieben;0.0000417;4.62
text_09;sein;0.00209;6.32
text_09;neben;0.000295;5.47
text_09;historischen;0.0000437;4.64
text_09;ereignissen;0.00000813;3.91
text_09;prägten;0.0000017;3.23
text_09;laut;0.00017;5.23
text_09;ihr;0.00166;6.22
text_09;auch;0.00603;6.78
text_09;gerüchte;0.0000117;4.07
text_09;und;0.0263;7.42
text_09;tragische;0.00000324;3.51
text_09;geschichten;0.0000447;4.65
text_09;shakespeares;0.00000195;3.29
text_09;werke;0.0000562;4.75
text_10;hinter;0.000209;5.32
text_10;einer;0.00263;6.42
text_10;grünen;0.0000977;4.99
text_10;metalltür;0.0000000776;1.89
text_10;in;0.0174;7.24
text_10;jordanien;0.00000347;3.54
text_10;liegt;0.000355;5.55
text_10;adnans;0;0
text_10;proberaum;0.00000055;2.74
text_10;dort;0.000603;5.78
text_10;spielt;0.000135;5.13
text_10;er;0.00513;6.71
text_10;mit;0.00955;6.98
text_10;seiner;0.000676;5.83
text_10;band;0.000115;5.06
text_10;heavy;0.00000447;3.65
text_10;metal;0.0000132;4.12
text_10;doch;0.00166;6.22
text_10;diese;0.00158;6.2
text_10;musik;0.000209;5.32
text_10;ist;0.012;7.08
text_10;in;0.0174;7.24
text_10;jordanien;0.00000347;3.54
text_10;nicht;0.0102;7.01
text_10;ungefährlich;0.00000295;3.47
text_10;konzerte;0.0000151;4.18
text_10;sind;0.00398;6.6
text_10;oft;0.000302;5.48
text_10;verboten;0.0000398;4.6
text_10;und;0.0263;7.42
text_10;fans;0.0000759;4.88
text_10;können;0.00132;6.12
text_10;verhaftet;0.0000182;4.26
text_10;werden;0.00309;6.49
text_10;in;0.0174;7.24
text_10;den;0.01;7
text_10;1990er-jahren;0.000000253;2.4
text_10;gab;0.000347;5.54
text_10;es;0.00871;6.94
text_10;erste;0.000372;5.57
text_10;metal-konzerte;0.00000705;3.85
text_10;in;0.0174;7.24
text_10;arabischen;0.0000158;4.2
text_10;ländern;0.0000813;4.91
text_10;oft;0.000302;5.48
text_10;endeten;0.000002;3.3
text_10;diese;0.00158;6.2
text_10;mit;0.00955;6.98
text_10;polizeirazzien;0.0000000302;1.48
text_10;in;0.0174;7.24
text_10;ägypten;0.0000178;4.25
text_10;wurden;0.000646;5.81
text_10;bei;0.00457;6.66
text_10;einem;0.00224;6.35
text_10;konzert;0.0000407;4.61
text_10;damals;0.000195;5.29
text_10;70;0.0000508;4.71
text_10;jugendliche;0.0000389;4.59
text_10;festgenommen;0.0000155;4.19
text_10;heute;0.000759;5.88
text_10;kommt;0.000759;5.88
text_10;es;0.00871;6.94
text_10;in;0.0174;7.24
text_10;jordanien;0.00000347;3.54
text_10;zwar;0.000331;5.52
text_10;seltener;0.0000148;4.17
text_10;zu;0.0102;7.01
text_10;festnahmen;0.00000269;3.43
text_10;aber;0.00427;6.63
text_10;dafür;0.000479;5.68
text_10;werden;0.00309;6.49
text_10;konzerte;0.0000151;4.18
text_10;meist;0.000141;5.15
text_10;schon;0.00219;6.34
text_10;direkt;0.000219;5.34
text_10;verboten;0.0000398;4.6
text_10;deshalb;0.000245;5.39
text_10;finden;0.000398;5.6
text_10;sie;0.00661;6.82
text_10;nur;0.00331;6.52
text_10;heimlich;0.0000138;4.14
text_10;statt;0.000295;5.47
text_10;trotzdem;0.000178;5.25
text_10;wächst;0.0000302;4.48
text_10;die;0.0302;7.48
text_10;szene;0.0000575;4.76
text_10;weiter;0.000562;5.75
text_10;vielleicht;0.000525;5.72
text_10;gerade;0.000589;5.77
text_10;wegen;0.000468;5.67
text_10;der;0.0288;7.46
text_10;verbote;0.00000398;3.6
text_10;doch;0.00166;6.22
text_10;das;0.0145;7.16
text_10;misstrauen;0.00000589;3.77
text_10;der;0.0288;7.46
text_10;behörden;0.0000407;4.61
text_10;bleibt;0.000251;5.4
text_10;groß;0.000162;5.21
text_10;wenn;0.00324;6.51
text_10;man;0.00288;6.46
text_10;nach;0.00363;6.56
text_10;metal-fans;0.0000112;4.05
text_10;fragt;0.000049;4.69
text_10;bekommt;0.000126;5.1
text_10;man;0.00288;6.46
text_10;kaum;0.000234;5.37
text_10;eine;0.00631;6.8
text_10;antwort;0.00011;5.04
text_10;ein;0.00813;6.91
text_10;polizist;0.0000204;4.31
text_10;sagt;0.000389;5.59
text_10;die;0.0302;7.48
text_10;musik;0.000209;5.32
text_10;ist;0.012;7.08
text_10;kein;0.000813;5.91
text_10;problem;0.000234;5.37
text_10;aber;0.00427;6.63
text_10;satanismus;0.000000324;2.51
text_10;ist;0.012;7.08
text_10;verboten;0.0000398;4.6
text_10;was;0.00309;6.49
text_10;das;0.0145;7.16
text_10;mit;0.00955;6.98
text_10;metal;0.0000132;4.12
text_10;zu;0.0102;7.01
text_10;tun;0.00038;5.58
text_10;hat;0.00398;6.6
text_10;erklärt;0.000112;5.05
text_10;er;0.00513;6.71
text_10;nicht;0.0102;7.01
text_10;adnan;0.000000676;2.83
text_10;wollte;0.000316;5.5
text_10;polizisten;0.0000501;4.7
text_10;zu;0.0102;7.01
text_10;einem;0.00224;6.35
text_10;konzert;0.0000407;4.61
text_10;einladen;0.00000977;3.99
text_10;um;0.00288;6.46
text_10;vorurteile;0.00000692;3.84
text_10;zu;0.0102;7.01
text_10;verringern;0.00000724;3.86
text_10;doch;0.00166;6.22
text_10;niemand;0.000174;5.24
text_10;antwortete;0.00000912;3.96
text_10;die;0.0302;7.48
text_10;bands;0.0000129;4.11
text_10;proben;0.0000141;4.15
text_10;heimlich;0.0000138;4.14
text_10;weiter;0.000562;5.75
text_11;jane;0.00000851;3.93
text_11;austen;0.000000661;2.82
text_11;ist;0.012;7.08
text_11;eine;0.00631;6.8
text_11;der;0.0288;7.46
text_11;bekanntesten;0.00000794;3.9
text_11;schriftstellerinnen;0.000000302;2.48
text_11;englands;0.00000417;3.62
text_11;sie;0.00661;6.82
text_11;schrieb;0.0000501;4.7
text_11;berühmte;0.0000132;4.12
text_11;romane;0.00000776;3.89
text_11;wie;0.00447;6.65
text_11;stolz;0.0000759;4.88
text_11;und;0.0263;7.42
text_11;vorurteil;0.00000251;3.4
text_11;und;0.0263;7.42
text_11;emma;0.0000138;4.14
text_11;viele;0.000676;5.83
text_11;menschen;0.000776;5.89
text_11;denken;0.00017;5.23
text_11;dass;0.0049;6.69
text_11;sie;0.00661;6.82
text_11;perfekt;0.0000692;4.84
text_11;schreiben;0.000178;5.25
text_11;konnte;0.000437;5.64
text_11;neue;0.000589;5.77
text_11;forschungen;0.00000977;3.99
text_11;zeigen;0.000195;5.29
text_11;aber;0.00427;6.63
text_11;dass;0.0049;6.69
text_11;das;0.0145;7.16
text_11;nicht;0.0102;7.01
text_11;ganz;0.000955;5.98
text_11;stimmt;0.000145;5.16
text_11;die;0.0302;7.48
text_11;forscherin;0.000000631;2.8
text_11;kathryn;0.000000631;2.8
text_11;sutherland;0.000000708;2.85
text_11;von;0.00977;6.99
text_11;der;0.0288;7.46
text_11;universität;0.0000794;4.9
text_11;oxford;0.00000603;3.78
text_11;hat;0.00398;6.6
text_11;austens;0.0000000708;1.85
text_11;alte;0.00017;5.23
text_11;handgeschriebene;0.000000251;2.4
text_11;texte;0.0000398;4.6
text_11;untersucht;0.0000275;4.44
text_11;und;0.0263;7.42
text_11;fand;0.00017;5.23
text_11;einige;0.000347;5.54
text_11;fehler;0.000115;5.06
text_11;das;0.0145;7.16
text_11;ergebnis;0.0000977;4.99
text_11;zeigt;0.000219;5.34
text_11;dass;0.0049;6.69
text_11;ihre;0.00115;6.06
text_11;manuskripte;0.00000182;3.26
text_11;viele;0.000676;5.83
text_11;grammatische;0.000000513;2.71
text_11;fehler;0.000115;5.06
text_11;durchgestrichene;0.0000000871;1.94
text_11;sätze;0.0000186;4.27
text_11;und;0.0263;7.42
text_11;tintenkleckse;0.0000000155;1.19
text_11;beinhalten;0.00000525;3.72
text_11;außerdem;0.00024;5.38
text_11;glaubte;0.000011;4.04
text_11;man;0.00288;6.46
text_11;lange;0.000389;5.59
text_11;dass;0.0049;6.69
text_11;austens;0.0000000708;1.85
text_11;stil;0.0000437;4.64
text_11;allein;0.000219;5.34
text_11;von;0.00977;6.99
